"Plot","Date","minTemperature","maxTemperature","meanTemperature","Year","Accession","CO2_400","CO2_600","CO2_800","CO2_1000","CO2_1250","CO2_300","CO2_250","CO2_200","CO2_100","CO2_75","CO2_25"
2015,2021-09-09,16.2,25.8,21,2021,"SSA_00301",19.9528,23.9309,23.6987,23.3441,23.1608,15.91,14.2586,12.5272,6.92387,5.65587,1.89701
2015,2021-09-09,16.2,25.8,21,2021,"SSA_00301",18.9393,24.142,24.4111,24.3684,23.9439,13.855,12.4024,10.9574,5.93411,5.04883,2.01594
2015,2021-09-09,16.2,25.8,21,2021,"SSA_00301",11.7309,13.4358,13.5309,13.1821,12.8655,8.50881,8.20353,7.80412,4.40708,3.925,1.39519
1050,2021-09-08,13.9,28.6,21.25,2021,"SSA_00308",18.9674,22.6392,22.7352,21.3096,20.9435,13.215,11.9287,10.0595,5.23454,4.43331,1.42312
2186,2021-08-25,13.9,18.4,16.15,2021,"SSA_00308",28.6925,37.2602,39.3449,39.1531,38.853,23.2452,20.1251,16.6405,8.5967,6.58683,2.24683
2186,2021-08-25,13.9,18.4,16.15,2021,"SSA_00308",27.9467,33.0917,33.6065,32.9838,32.6945,20.043,17.7133,14.7769,7.44209,5.80626,1.8485
2186,2021-08-25,13.9,18.4,16.15,2021,"SSA_00308",22.6006,31.1078,35.5947,36.3585,36.2608,17.4994,15.4248,12.7397,6.46689,5.11674,1.73122
1260,2021-08-25,13.9,18.4,16.15,2021,"SSA_00312",31.1113,37.4531,38.2915,37.9526,37.4092,24.6519,21.5288,17.9673,9.19569,7.19236,2.46729
1260,2021-08-25,13.9,18.4,16.15,2021,"SSA_00312",30.0896,36.1677,36.3359,36.291,35.9572,21.8854,19.3978,16.4082,8.46121,6.69735,2.31059
1260,2021-08-25,13.9,18.4,16.15,2021,"SSA_00312",32.9767,41.3558,42.4808,42.3071,42.0103,27.2543,23.6186,19.6283,10.1503,7.88127,2.61495
2195,2021-08-31,12.9,16.7,14.8,2021,"SSA_00312",29.1349,35.015,36.6557,37.1505,37.7807,24.257,21.3763,17.8556,9.22797,7.32151,2.52936
2195,2021-08-31,12.9,16.7,14.8,2021,"SSA_00312",22.9475,28.8723,30.7623,31.5398,31.9724,17.8581,15.5997,13.052,6.88254,5.78756,2.2239
2195,2021-08-31,12.9,16.7,14.8,2021,"SSA_00312",24.7419,32.8397,36.1943,37.1113,37.2549,20.2609,17.9489,15.1213,7.87089,6.19035,1.91789
1069,2021-09-13,11.7,20.8,16.25,2021,"SSA_00315",30.1974,35.6444,36.2808,36.7026,37.618,22.6881,20.1328,16.9808,9.02708,7.0871,2.3863
1069,2021-09-13,11.7,20.8,16.25,2021,"SSA_00315",23.049,26.4406,26.7852,26.72,26.772,17.2956,15.2001,12.9829,6.91729,5.54858,1.8246
1069,2021-09-13,11.7,20.8,16.25,2021,"SSA_00315",20.5559,23.9982,24.9547,25.1494,25.3,15.6556,13.6347,11.5517,6.14023,4.90264,1.67951
2269,2021-09-13,11.7,20.8,16.25,2021,"SSA_00315",28.5223,33.7064,34.7621,35.0275,34.9928,20.6139,18.0543,15.1106,8.05099,6.51445,2.28405
2269,2021-09-13,11.7,20.8,16.25,2021,"SSA_00315",32.4063,37.6384,38.5519,39.0646,39.1056,23.0367,20.4557,17.1959,9.13163,7.42979,2.57956
2269,2021-09-13,11.7,20.8,16.25,2021,"SSA_00315",27.1507,34.6926,37.2905,38.2591,38.9485,20.5068,17.8415,15.1253,8.04988,6.52789,2.4151
1204,2021-09-14,14.7,17.2,15.95,2021,"SSA_00343",18.6462,22.2141,23.5054,23.3553,23.435,13.8452,12.3425,10.6995,5.86442,5.15728,2.04874
1204,2021-09-14,14.7,17.2,15.95,2021,"SSA_00343",34.7694,42.6907,44.6866,44.6217,44.4663,23.13,20.5872,17.0491,8.85909,7.03251,2.74956
1204,2021-09-14,14.7,17.2,15.95,2021,"SSA_00343",26.2535,33.7925,36.3068,37.3632,37.8781,20.414,17.376,14.4755,7.69122,6.16128,2.32077
2098,2021-09-10,17.2,22.4,19.8,2021,"SSA_00343",23.5986,28.8487,30.1284,30.0687,30.168,18.1679,16.2894,13.8887,7.54595,6.09334,1.92256
2098,2021-09-10,17.2,22.4,19.8,2021,"SSA_00343",19.4345,23.1716,24.0727,24.3007,24.1376,15.2692,13.6416,11.982,6.53237,5.49893,2.18339
2098,2021-09-10,17.2,22.4,19.8,2021,"SSA_00343",34.3558,40.7932,41.2628,40.7819,40.2271,25.2297,22.1488,18.5076,9.73568,7.74434,2.69682
1168,2021-08-24,11,23,17,2021,"SSA_00359",29.2496,40.322,44.896,45.1367,43.6638,16.9598,15.4925,13.6737,7.41814,6.41896,2.16605
1168,2021-08-24,11,23,17,2021,"SSA_00359",30.8836,42.9031,45.7614,43.8728,41.2983,24.1494,21.2826,17.9732,9.48628,8.09993,2.52676
2159,2021-08-18,15.3,20.1,17.7,2021,"SSA_00359",44.4462,54.1836,55.861,56.3614,56.1536,28.9094,25.8595,22.1634,11.8835,9.95483,3.55893
2159,2021-08-18,15.3,20.1,17.7,2021,"SSA_00359",42.8928,53.8625,56.1183,57.1828,57.2584,30.2254,26.8506,22.7117,12.0245,9.90615,3.43433
2159,2021-08-18,15.3,20.1,17.7,2021,"SSA_00359",40.3866,48.1823,49.961,50.6098,50.3239,28.4115,25.1688,21.2233,11.2347,9.2607,3.3043
1185,2021-09-01,13.3,17.9,15.6,2021,"SSA_00367",14.4604,18.051,19.4839,20.1201,20.4892,10.022,8.47542,6.91709,3.35749,2.72716,0.851214
1185,2021-09-01,13.3,17.9,15.6,2021,"SSA_00367",18.0758,22.9043,24.2612,24.4595,24.3979,11.6469,10.7064,9.54468,4.88876,4.09688,1.5764
1185,2021-09-01,13.3,17.9,15.6,2021,"SSA_00367",15.2597,20.5778,23.6344,24.6853,25.3979,10.6396,9.14863,7.54874,3.7288,3.14865,1.00583
2007,2021-09-09,16.2,25.8,21,2021,"SSA_00367",13.2131,17.535,19.6941,20.517,20.9752,7.9853,7.19106,6.17538,3.15578,2.60331,0.824688
2007,2021-09-09,16.2,25.8,21,2021,"SSA_00367",20.8011,24.4815,25.3284,25.5529,25.9713,14.3399,12.8541,10.8876,5.72076,4.49796,1.34257
2007,2021-09-09,16.2,25.8,21,2021,"SSA_00367",27.5261,35.7453,38.1647,37.9974,38.1511,20.0883,17.8557,15.0326,7.63168,6.13323,2.07243
